label,qname,family
1,usyeeusiuaaayscg.org,ramdo
1,cesogcsecqkcamgs.org,ramdo
1,mysywqauaegqoceu.org,ramdo
1,mysikawwuggseumg.org,ramdo
1,aawaqymemeuwwyqo.org,ramdo
1,gmwoiomwuymwkgga.org,ramdo
1,qkmykaguykyismmc.org,ramdo
1,yasaeomqcqoowsgk.org,ramdo
1,eiwcsqqkasqyykmi.org,ramdo
1,aeiakcmcigayqkum.org,ramdo
1,qgmkaeqqoucumiui.org,ramdo
1,eimmaiougsmemisq.org,ramdo
1,kygcoqgykagkwcgi.org,ramdo
1,sockmiimqyeyaiqy.org,ramdo
1,uowgugsysycoqeqs.org,ramdo
1,usawusyyuuaussau.org,ramdo
1,aaaaaaycsqmgqgag.org,ramdo
1,ywuquiqykswgawic.org,ramdo
1,ususywyckwsoickk.org,ramdo
1,somyygwumcyoqwqy.org,ramdo
1,kyoyiuuscmyamaii.org,ramdo
1,qkqsooeqwykwwuqk.org,ramdo
1,aemaoswcmumeoyci.org,ramdo
1,usmowckyuikqaiqa.org,ramdo
1,qgguiuqsmosmsiyk.org,ramdo
1,cigaceicwywamqsm.org,ramdo
1,kuwmeqwyoqwcgsso.org,ramdo
1,yweomsuawkaieiek.org,ramdo
1,myqkooiamygqwgki.org,ramdo
1,qgweuiaqiuocioci.org,ramdo
1,ceiwcqwwmgmsmoii.org,ramdo
1,cigoqaakuioekssc.org,ramdo
1,eiwcysskugiuukwe.org,ramdo
1,gmcmuamcuiwoqyee.org,ramdo
1,skeqwscegwmyqcag.org,ramdo
1,ogkyimmwoiwwocyi.org,ramdo
1,usakogkkuqeakmea.org,ramdo
1,kuyyeyyqukooskaq.org,ramdo
1,aeqkgyucouqyoqmq.org,ramdo
1,wsyssmewkocygkkq.org,ramdo
1,ywkiywieioqmucmg.org,ramdo
1,qggmkimswuccyiuc.org,ramdo
1,qgwckaegecgwiggc.org,ramdo
1,iqmiogawigyeukgy.org,ramdo
1,wwswcckmskieyqms.org,ramdo
1,gqmwcwmikeoesiye.org,ramdo
1,aaiuyigmemycocem.org,ramdo
1,iqccewyoeqosqumk.org,ramdo
1,ceckkecswcciiaoq.org,ramdo
