label,qname,family
1,mfcbaofdekellddb.net,padcrypt
1,fefekbbcnddedfbk.com,padcrypt
1,fcdnadncaebffonf.com,padcrypt
1,edfbbecfmllcddaa.com,padcrypt
1,kdbeffdfladnamaa.co,padcrypt
1,dedfcncoamdflbca.cc,padcrypt
1,akobanendobcakab.de,padcrypt
1,nffknnbcfbcomafb.com,padcrypt
1,blkcmacammdcbmmc.online,padcrypt
1,nmdkaadolmobmfbm.com,padcrypt
1,dfflbkobbdcmofbf.com,padcrypt
1,kelannaocdecoafd.com,padcrypt
1,bafbkfabaekcmaac.cc,padcrypt
1,fffmddmlnooemnbd.com,padcrypt
1,fmdcfbbfncdanlmn.net,padcrypt
1,lcmonfdbcdoblfce.co,padcrypt
1,bcdkmfledakfdcdo.com,padcrypt
1,bmcffcadnbncddea.com,padcrypt
1,eabmoafomakoelba.eu,padcrypt
1,bdbmnbadmfcfcaba.com,padcrypt
1,lbeabbmffdcmobdm.co.uk,padcrypt
1,lkbacfdclodaecdo.com,padcrypt
1,lmoacdaancalboca.online,padcrypt
1,kacbacnoonalnkbf.com,padcrypt
1,dcbcfoeodmddcbbl.net,padcrypt
1,cefoklafaefelacl.eu,padcrypt
1,adldflnafnamdfcd.online,padcrypt
1,anedaokfkmfabokb.com,padcrypt
1,fflncnfdodomeddd.co.uk,padcrypt
1,cabfcdooeffdmdkb.com,padcrypt
1,edokecfbncdodbae.co.uk,padcrypt
1,cbfccccbcaebndda.com,padcrypt
1,cfboddfedddckfac.cc,padcrypt
1,fobkakfadafanmfd.com,padcrypt
1,adfbcfbeobaaddom.online,padcrypt
1,feladcaamodkbadm.org,padcrypt
1,ablacfdefaedccbc.co,padcrypt
1,bbfocddnacdddmka.eu,padcrypt
1,obadmaedcdceokbd.com,padcrypt
1,cfbobacebbmabfnn.com,padcrypt
1,fmccbcdclbflmeme.org,padcrypt
1,cfabcbofadbcabon.co,padcrypt
1,lmbeannmbfadfbof.co,padcrypt
1,caoablkdcfoabfaa.com,padcrypt
1,obbldeeaefcodoma.info,padcrypt
1,ofalbncfccnncdkk.co.uk,padcrypt
1,dblekdcbdlddaoff.com,padcrypt
1,mddaebobedoakkef.info,padcrypt
1,obekkblmfcobcodc.co,padcrypt
1,fdbnbbendfkbnlda.eu,padcrypt
1,bdbdldbmbofbfncm.info,padcrypt
1,ckaolfkkmdfacoka.info,padcrypt
1,ddmbfdlddbblfklb.website,padcrypt
1,ofdblkkbbbddfoke.com,padcrypt
1,fafomannafcadclb.com,padcrypt
